,beds,baths,size,zip_code,price
590,2,1.0,1040.0,98133,96.15384615384616
591,1,1.0,620.0,98119,161.29032258064515
592,1,1.0,728.0,98119,137.36263736263737
593,3,2.5,1970.0,98103,50.76142131979695
594,4,3.0,2190.0,98115,45.662100456621005
595,4,3.0,2120.0,98126,47.16981132075472
596,2,2.0,1415.0,98125,70.6713780918728
597,4,3.5,1835.0,98103,54.49591280653951
598,2,4.5,1670.0,98107,59.880239520958085
599,3,3.5,2570.0,98105,38.91050583657587
600,3,2.0,2060.0,98118,48.54368932038835
601,3,2.5,1740.0,98102,57.47126436781609
602,5,3.0,2510.0,98103,39.8406374501992
603,2,2.5,1000.0,98144,100.0
604,3,2.0,1516.0,98116,65.96306068601584
605,3,1.0,940.0,98136,106.38297872340425
606,4,2.0,2440.0,98144,40.98360655737705
607,5,4.0,2470.0,98118,40.48582995951417
608,2,2.0,1288.0,98133,77.63975155279503
609,4,3.5,3240.0,98112,30.864197530864196
610,2,2.0,693.0,98119,144.3001443001443
611,3,2.5,1550.0,98107,64.51612903225806
612,4,2.0,2080.0,98106,48.07692307692308
613,4,3.0,1400.0,98107,71.42857142857143
614,2,2.5,1159.0,98122,86.28127696289906
615,2,1.5,901.0,98107,110.98779134295228
616,4,3.0,2900.0,98136,34.48275862068966
617,4,2.5,2052.0,98178,48.732943469785575
618,1,1.0,773.0,98121,129.36610608020698
619,2,2.0,1040.0,98118,96.15384615384616
620,2,2.0,2353.0,98116,42.49893752656184
621,2,2.0,1212.0,98136,82.50825082508251
622,5,2.0,2640.0,98122,37.878787878787875
623,2,1.0,1090.0,98118,91.74311926605505
624,5,2.5,3960.0,98199,25.252525252525253
625,4,1.5,3030.0,98112,33.00330033003301
626,4,2.5,3080.0,98168,32.467532467532465
627,1,1.0,700.0,98119,142.85714285714286
628,2,1.5,1276.0,98103,78.36990595611286
629,3,1.0,910.0,98168,109.89010989010988
630,5,3.5,4180.0,98109,23.923444976076556
631,1,1.0,852.0,98107,117.37089201877934
632,5,1.5,2830.0,98118,35.3356890459364
633,2,1.0,970.0,98116,103.09278350515464
634,3,2.0,1576.0,98122,63.45177664974619
635,1,1.0,667.0,98115,149.92503748125938
636,3,2.0,1080.0,98116,92.5925925925926
637,2,5.5,2659.0,98102,37.608123354644604
638,5,5.0,3623.0,98115,27.60143527463428
639,4,3.5,2520.0,98199,39.682539682539684
640,4,3.5,2720.0,98102,36.76470588235294
641,2,2.0,968.0,98103,103.30578512396694
642,2,2.0,839.0,98133,119.18951132300357
643,2,3.5,2080.0,98103,48.07692307692308
644,2,2.0,693.0,98119,144.3001443001443
645,2,2.5,1365.0,98118,73.26007326007326
646,2,1.0,1580.0,98178,63.29113924050633
647,2,1.0,860.0,98116,116.27906976744185
648,2,2.0,1038.0,98116,96.33911368015414
649,4,3.0,2860.0,98103,34.96503496503497
650,1,1.0,557.0,98102,179.53321364452424
651,2,2.0,1644.0,98101,60.82725060827251
652,5,2.0,2340.0,98106,42.73504273504273
653,3,2.5,1810.0,98107,55.248618784530386
654,2,1.0,2530.0,98122,39.52569169960474
655,3,3.5,1820.0,98122,54.94505494505494
656,2,1.0,648.0,98107,154.320987654321
657,2,2.5,1448.0,98103,69.06077348066299
658,2,1.0,1660.0,98125,60.24096385542169
659,5,3.0,2970.0,98117,33.67003367003367
660,5,4.0,3030.0,98108,33.00330033003301
661,3,2.0,1400.0,98106,71.42857142857143
662,2,1.5,900.0,98133,111.11111111111111
663,3,2.0,2740.0,98144,36.496350364963504
664,2,1.0,720.0,98117,138.88888888888889
665,4,2.5,1880.0,98117,53.191489361702125
666,3,2.5,1681.0,98126,59.4883997620464
667,4,2.0,3325.0,98199,30.075187969924812
668,5,3.5,4397.0,98105,22.742779167614284
669,3,1.5,1540.0,98126,64.93506493506493
670,3,1.0,1530.0,98146,65.359477124183
671,2,2.0,1015.0,98115,98.52216748768473
672,4,3.0,2340.0,98108,42.73504273504273
673,1,1.0,836.0,98121,119.61722488038278
674,1,1.0,492.0,98146,203.2520325203252
675,3,3.0,1880.0,98107,53.191489361702125
676,2,2.0,1570.0,98103,63.69426751592356
677,4,2.5,1806.0,98118,55.370985603543744
678,2,2.0,1595.0,98119,62.69592476489028
679,2,2.0,1526.0,98199,65.53079947575361
680,3,2.5,1346.0,98107,74.29420505200595
681,3,2.0,1600.0,98117,62.5
682,2,2.0,1170.0,98112,85.47008547008546
683,3,2.5,1660.0,98144,60.24096385542169
684,1,1.0,707.0,98133,141.44271570014143
685,3,2.0,1390.0,98116,71.94244604316546
686,3,2.0,2900.0,98199,34.48275862068966
687,1,1.0,704.0,98144,142.04545454545453
688,3,4.0,2400.0,98122,41.666666666666664
689,3,1.0,1120.0,98112,89.28571428571429
690,4,2.0,1710.0,98117,58.47953216374269
691,3,2.0,1880.0,98122,53.191489361702125
692,3,3.0,1454.0,98122,68.7757909215956
693,14,5.0,3884.0,98106,25.746652935118433
694,3,1.5,2300.0,98107,43.47826086956522
695,4,3.0,2520.0,98105,39.682539682539684
696,4,3.0,3335.0,98115,29.985007496251875
697,3,2.5,2118.0,98118,47.214353163361665
698,2,1.0,910.0,98117,109.89010989010988
699,4,1.0,2080.0,98117,48.07692307692308
700,2,1.0,2520.0,98122,39.682539682539684
701,3,2.0,1560.0,98116,64.1025641025641
702,2,1.0,1130.0,98199,88.49557522123894
703,1,1.0,543.0,98121,184.1620626151013
704,1,1.0,620.0,98178,161.29032258064515
705,3,3.0,1720.0,98177,58.13953488372093
706,2,2.0,1015.0,98115,98.52216748768473
707,1,1.0,530.0,98118,188.67924528301887
708,4,2.0,1350.0,98106,74.07407407407408
709,3,2.5,1510.0,98133,66.2251655629139
710,1,1.5,1021.0,98101,97.94319294809011
711,3,1.0,1730.0,98103,57.80346820809248
712,2,2.0,3120.0,98118,32.05128205128205
713,4,2.5,2172.0,98105,46.04051565377532
714,3,3.5,1410.0,98117,70.92198581560284
715,1,1.0,578.0,98121,173.01038062283737
716,2,2.0,1350.0,98117,74.07407407407408
717,2,2.0,900.0,98102,111.11111111111111
718,2,2.5,1865.0,98109,53.61930294906166
719,2,2.0,1174.0,98109,85.17887563884156
720,3,1.5,1250.0,98178,80.0
721,5,3.0,3590.0,98117,27.855153203342617
722,3,2.0,1548.0,98117,64.59948320413437
723,4,3.0,3030.0,98115,33.00330033003301
724,1,1.0,622.0,98103,160.77170418006432
725,4,2.0,2245.0,98178,44.54342984409799
726,4,3.5,2627.0,98118,38.06623524933384
727,4,2.5,3680.0,98118,27.17391304347826
728,2,1.0,2170.0,98199,46.08294930875576
729,3,1.0,1600.0,98119,62.5
730,2,2.5,2803.0,98101,35.67606136282554
731,3,1.5,2120.0,98105,47.16981132075472
732,3,2.5,1980.0,98146,50.505050505050505
733,3,2.0,1370.0,98103,72.99270072992701
734,1,1.0,723.0,98133,138.31258644536652
735,4,1.5,1300.0,98122,76.92307692307692
736,3,2.0,1060.0,98106,94.33962264150944
737,1,1.0,531.0,98121,188.32391713747646
738,2,1.0,770.0,98106,129.87012987012986
739,4,3.0,2470.0,98115,40.48582995951417
740,3,2.5,2260.0,98103,44.24778761061947
741,2,1.5,1120.0,98103,89.28571428571429
742,3,3.5,1936.0,98122,51.65289256198347
743,2,2.5,1560.0,98117,64.1025641025641
744,2,2.0,1020.0,98118,98.03921568627452
745,3,2.0,1100.0,98122,90.9090909090909
746,3,2.0,2120.0,98103,47.16981132075472
747,2,2.5,1400.0,98102,71.42857142857143
748,2,2.0,1429.0,98126,69.97900629811056
749,3,2.5,1320.0,98117,75.75757575757575
750,4,4.5,4790.0,98144,20.876826722338205
751,3,1.0,1070.0,98168,93.45794392523365
752,2,2.5,1966.0,98103,50.8646998982706
753,2,2.0,1146.0,98116,87.26003490401396
754,3,2.5,1047.0,98144,95.51098376313276
755,2,1.5,1760.0,98144,56.81818181818182
756,2,2.0,1030.0,98125,97.0873786407767
757,3,2.0,1514.0,98107,66.05019815059445
758,3,1.5,1520.0,98146,65.78947368421052
759,4,3.5,3360.0,98136,29.761904761904763
760,3,2.0,1910.0,98136,52.35602094240838
761,2,2.5,1550.0,98122,64.51612903225806
762,1,1.0,641.0,98122,156.00624024961
763,3,3.0,1190.0,98144,84.03361344537815
764,4,2.0,2640.0,98122,37.878787878787875
765,2,1.5,938.0,98106,106.60980810234541
766,3,3.5,2206.0,98103,45.33091568449683
767,1,1.0,680.0,98104,147.05882352941177
768,2,1.0,749.0,98103,133.5113484646195
769,2,2.0,1353.0,98115,73.90983000739098
770,1,1.0,250.0,98103,400.0
771,8,4.0,3136.0,98146,31.887755102040817
772,2,2.0,1149.0,98115,87.03220191470844
773,1,1.0,861.0,98126,116.14401858304298
774,4,2.5,2050.0,98177,48.78048780487805
775,2,2.0,1106.0,98109,90.41591320072332
776,3,3.5,1930.0,98125,51.81347150259067
777,4,3.0,3090.0,98168,32.362459546925564
778,3,2.0,2437.0,98118,41.03405826836274
779,2,2.5,1330.0,98105,75.18796992481202
780,3,2.0,1680.0,98136,59.523809523809526
781,2,2.0,834.0,98115,119.9040767386091
782,2,2.0,1112.0,98177,89.92805755395683
783,1,1.0,626.0,98115,159.7444089456869
784,2,1.0,1230.0,98144,81.30081300813008
785,4,2.5,2840.0,98105,35.2112676056338
786,2,1.5,1115.0,98107,89.68609865470852
787,4,2.0,2240.0,98106,44.642857142857146
788,3,3.0,1687.0,98115,59.27682276229994
789,4,3.0,1900.0,98103,52.63157894736842
790,3,3.0,1970.0,98177,50.76142131979695
791,3,2.5,1512.0,98144,66.13756613756614
792,1,1.0,696.0,98122,143.67816091954023
793,2,1.5,806.0,98106,124.06947890818859
794,2,2.0,1319.0,98107,75.8150113722517
795,2,1.0,2300.0,98168,43.47826086956522
796,2,1.5,1127.0,98102,88.73114463176574
797,4,2.0,2280.0,98168,43.85964912280702
798,2,2.0,1120.0,98126,89.28571428571429
799,4,3.0,1960.0,98136,51.02040816326531
800,1,1.0,627.0,98101,159.4896331738437
801,2,2.0,1228.0,98109,81.43322475570032
802,3,2.0,1800.0,98117,55.55555555555556
803,1,1.0,883.0,98119,113.25028312570781
804,4,1.0,1190.0,98106,84.03361344537815
805,5,5.5,5770.0,98122,17.33102253032929
806,2,2.5,1710.0,98117,58.47953216374269
807,2,2.0,968.0,98103,103.30578512396694
808,2,1.0,790.0,98178,126.58227848101266
809,1,1.0,376.0,98199,265.9574468085106
810,6,5.5,4510.0,98178,22.172949002217294
811,3,2.0,1300.0,98199,76.92307692307692
812,3,3.5,2106.0,98115,47.48338081671415
813,3,2.5,1573.0,98107,63.57279084551812
814,4,2.0,2870.0,98168,34.84320557491289
815,4,3.5,4006.0,98199,24.962556165751373
816,2,1.0,1060.0,98108,94.33962264150944
817,1,1.0,562.0,98199,177.93594306049823
818,3,2.5,1610.0,98199,62.11180124223603
819,2,3.0,1212.0,98136,82.50825082508251
820,4,2.5,2390.0,98115,41.84100418410042
821,2,1.0,1080.0,98199,92.5925925925926
822,2,1.0,1350.0,98126,74.07407407407408
823,4,3.5,2795.0,98122,35.77817531305904
824,2,2.0,1369.0,98116,73.04601899196494
825,2,1.0,970.0,98103,103.09278350515464
826,3,3.5,1820.0,98122,54.94505494505494
827,3,2.0,1770.0,98168,56.49717514124294
828,6,4.0,3280.0,98118,30.48780487804878
829,3,1.0,1260.0,98168,79.36507936507937
830,4,2.5,1939.0,98107,51.57297576070139
831,1,1.0,610.0,98101,163.9344262295082
832,4,3.0,2200.0,98118,45.45454545454545
833,3,3.5,3036.0,98121,32.93807641633729
834,3,2.5,1861.0,98121,53.73455131649651
835,3,2.0,1650.0,98126,60.60606060606061
836,1,1.0,722.0,98118,138.50415512465375
837,3,2.0,1260.0,98133,79.36507936507937
838,2,2.5,2714.0,98102,36.84598378776713
839,2,2.0,1020.0,98118,98.03921568627452
840,3,3.5,1471.0,98144,67.98096532970769
841,3,2.5,1500.0,98119,66.66666666666667
842,2,1.0,1080.0,98118,92.5925925925926
843,4,2.5,1544.0,98117,64.76683937823834
844,2,2.0,1004.0,98125,99.60159362549801
845,4,2.0,1470.0,98118,68.02721088435374
846,4,2.0,1680.0,98107,59.523809523809526
847,4,2.0,2420.0,98126,41.32231404958678
848,4,3.5,2011.0,98136,49.72650422675286
849,2,2.0,896.0,98107,111.60714285714286
850,2,2.0,1415.0,98125,70.6713780918728
851,2,2.5,840.0,98144,119.04761904761905
852,1,1.0,434.0,98102,230.4147465437788
853,4,2.5,2730.0,98146,36.63003663003663
854,3,1.5,1350.0,98118,74.07407407407408
855,3,3.5,1740.0,98122,57.47126436781609
856,3,2.5,1940.0,98118,51.54639175257732
857,4,1.0,1340.0,98144,74.6268656716418
858,2,2.0,1110.0,98103,90.09009009009009
859,3,2.5,1380.0,98115,72.46376811594203
860,3,2.5,1400.0,98136,71.42857142857143
861,3,2.0,2110.0,98108,47.39336492890995
862,1,1.0,557.0,98102,179.53321364452424
863,3,2.0,1830.0,98126,54.6448087431694
864,3,2.0,1480.0,98116,67.56756756756756
865,3,1.5,1550.0,98133,64.51612903225806
866,3,2.0,1670.0,98146,59.880239520958085
867,4,2.5,2890.0,98115,34.602076124567475
868,3,3.5,1590.0,98136,62.893081761006286
869,1,1.0,630.0,98109,158.73015873015873
870,4,2.0,1440.0,98126,69.44444444444444
871,3,2.5,2529.0,98122,39.541320680110715
872,3,3.0,1086.0,98144,92.08103130755065
873,3,2.0,1565.0,98103,63.89776357827476
874,2,2.0,916.0,98121,109.17030567685589
875,3,7.0,2190.0,98112,45.662100456621005
876,2,2.0,1400.0,98115,71.42857142857143
877,3,3.5,1352.0,98115,73.96449704142012
878,4,4.0,2030.0,98115,49.26108374384236
879,3,2.0,1455.0,98117,68.72852233676976
880,5,4.0,3240.0,98199,30.864197530864196
881,3,2.0,924.0,98126,108.22510822510823
882,2,2.0,1470.0,98115,68.02721088435374
883,3,2.0,1758.0,98103,56.882821387940844
884,3,2.5,1830.0,98116,54.6448087431694
885,2,1.0,1019.0,98107,98.13542688910697
886,4,3.0,2970.0,98102,33.67003367003367
887,3,3.5,1500.0,98103,66.66666666666667
888,3,2.0,2020.0,98119,49.504950495049506
889,3,3.5,2188.0,98112,45.703839122486286
890,1,1.0,507.0,98101,197.23865877712032
891,2,1.5,1131.0,98144,88.41732979664015
892,2,2.0,982.0,98122,101.83299389002036
893,2,2.0,1889.0,98112,52.93806246691371
894,2,1.0,1440.0,98133,69.44444444444444
895,2,2.0,789.0,98107,126.74271229404309
896,2,2.0,1131.0,98116,88.41732979664015
897,4,3.0,3300.0,98199,30.303030303030305
898,4,2.0,2510.0,98115,39.8406374501992
899,2,2.5,1580.0,98178,63.29113924050633
900,1,2.0,966.0,98121,103.51966873706004
901,1,1.0,703.0,98126,142.2475106685633
902,2,2.0,1220.0,98118,81.9672131147541
903,9,5.0,3590.0,98117,27.855153203342617
904,6,5.5,4299.0,98115,23.261223540358223
905,1,1.0,900.0,98105,111.11111111111111
906,3,2.5,1260.0,98117,79.36507936507937
907,2,2.5,1048.0,98115,95.41984732824427
908,4,1.0,1470.0,98125,68.02721088435374
909,1,1.0,1113.0,98102,89.84725965858041
910,2,2.0,1570.0,98103,63.69426751592356
911,3,2.5,2740.0,98117,36.496350364963504
912,2,2.5,1470.0,98103,68.02721088435374
913,4,2.0,1710.0,98118,58.47953216374269
914,3,2.5,1580.0,98103,63.29113924050633
915,2,1.0,800.0,98125,125.0
916,3,1.0,980.0,98103,102.04081632653062
917,5,3.5,3700.0,98122,27.027027027027028
918,4,2.0,2352.0,98199,42.51700680272109
919,3,3.0,2320.0,98125,43.10344827586207
920,2,2.0,1503.0,98108,66.53359946773121
921,4,5.5,2410.0,98146,41.49377593360996
922,2,1.5,950.0,98103,105.26315789473684
923,3,1.5,1640.0,98103,60.97560975609756
924,3,1.5,2440.0,98112,40.98360655737705
925,1,1.0,594.0,98105,168.35016835016836
926,4,2.0,1480.0,98118,67.56756756756756
927,3,2.5,1220.0,98118,81.9672131147541
928,3,2.0,2740.0,98177,36.496350364963504
929,3,3.0,2160.0,98118,46.2962962962963
930,2,2.0,1400.0,98199,71.42857142857143
931,3,2.5,2650.0,98136,37.735849056603776
932,2,2.0,2735.0,98121,36.56307129798903
933,1,1.0,750.0,98116,133.33333333333334
934,2,1.0,1201.0,98126,83.2639467110741
935,6,6.0,3488.0,98103,28.6697247706422
936,4,2.0,1742.0,98105,57.4052812858783
937,4,2.0,2390.0,98105,41.84100418410042
938,3,1.0,4018.0,98122,24.888003982080637
939,3,3.5,1530.0,98117,65.359477124183
940,1,1.0,600.0,98112,166.66666666666666
941,5,3.5,3340.0,98112,29.940119760479043
942,2,1.0,2060.0,98106,48.54368932038835
943,3,2.5,1650.0,98106,60.60606060606061
944,1,1.0,640.0,98144,156.25
945,2,2.0,1106.0,98109,90.41591320072332
946,2,2.0,1200.0,98199,83.33333333333333
947,3,2.5,1390.0,98126,71.94244604316546
948,3,2.0,1759.0,98116,56.85048322910745
949,2,1.5,1690.0,98118,59.171597633136095
950,4,3.5,2191.0,98103,45.64125969876768
951,3,2.5,1380.0,98144,72.46376811594203
952,2,2.0,877.0,98115,114.02508551881414
953,5,4.0,2754.0,98126,36.31082062454612
954,3,2.0,2770.0,98115,36.101083032490976
955,1,1.0,515.0,98116,194.1747572815534
956,3,2.0,2029.0,98115,49.28536224741252
957,4,3.0,2560.0,98115,39.0625
958,5,3.5,2966.0,98126,33.715441672285905
959,3,2.5,1763.0,98117,56.72149744753261
960,3,2.5,1550.0,98116,64.51612903225806
961,2,1.0,830.0,98177,120.48192771084338
962,2,2.0,1019.0,98119,98.13542688910697
963,1,1.0,696.0,98105,143.67816091954023
964,5,3.5,5090.0,98102,19.64636542239686
965,3,4.5,1460.0,98108,68.4931506849315
966,2,2.0,1036.0,98103,96.52509652509653
967,1,1.0,854.0,98103,117.096018735363
968,3,3.0,1687.0,98115,59.27682276229994
969,3,1.5,1430.0,98168,69.93006993006993
970,2,2.0,1960.0,98168,51.02040816326531
971,4,3.5,2720.0,98115,36.76470588235294
972,1,1.0,706.0,98116,141.643059490085
973,3,2.0,2600.0,98144,38.46153846153846
974,3,2.0,1900.0,98115,52.63157894736842
975,2,1.5,1580.0,98115,63.29113924050633
976,1,1.0,1270.0,98108,78.74015748031496
977,4,2.5,2320.0,98108,43.10344827586207
978,3,1.0,910.0,98106,109.89010989010988
979,2,2.0,878.0,98121,113.89521640091117
980,2,1.0,1915.0,98133,52.21932114882507
981,3,2.0,2462.0,98119,40.61738424045492
982,4,3.5,2640.0,98103,37.878787878787875
983,3,2.5,1670.0,98144,59.880239520958085
984,3,1.0,1090.0,98133,91.74311926605505
985,3,3.5,1621.0,98109,61.69031462060457
986,4,2.0,2591.0,98125,38.595137012736394
987,2,2.0,1400.0,98119,71.42857142857143
988,2,2.5,840.0,98118,119.04761904761905
989,4,3.5,2910.0,98115,34.36426116838488
990,2,1.0,1410.0,98118,70.92198581560284
991,2,1.0,770.0,98106,129.87012987012986
992,3,2.0,1900.0,98199,52.63157894736842
993,3,2.0,2760.0,98119,36.231884057971016
994,3,2.0,1290.0,98144,77.51937984496124
995,3,2.0,1111.0,98112,90.00900090009002
996,2,2.0,850.0,98115,117.6470588235294
997,2,1.5,900.0,98105,111.11111111111111
998,6,5.0,2667.0,98122,37.49531308586427
999,2,1.5,1320.0,98116,75.75757575757575
1000,2,2.0,1370.0,98117,72.99270072992701
1001,2,1.0,1140.0,98106,87.71929824561404
1002,3,1.0,1380.0,98117,72.46376811594203
1003,3,2.0,1422.0,98117,70.32348804500704
1004,2,2.0,1065.0,98126,93.89671361502347
1005,2,3.0,2943.0,98105,33.97893306150187
1006,3,2.0,1250.0,98106,80.0
1007,3,2.0,2390.0,98133,41.84100418410042
1008,1,1.0,569.0,98102,175.7469244288225
1009,3,2.0,1680.0,98199,59.523809523809526
1010,1,1.0,683.0,98101,146.41288433382138
1011,1,1.0,627.0,98121,159.4896331738437
1012,2,2.0,840.0,98116,119.04761904761905
1013,3,1.5,1880.0,98125,53.191489361702125
1014,2,2.0,881.0,98103,113.50737797956867
1015,2,1.0,850.0,98144,117.6470588235294
1016,1,1.0,525.0,98103,190.47619047619048
1017,3,1.5,2170.0,98109,46.08294930875576
1018,2,1.0,1110.0,98125,90.09009009009009
1019,4,3.5,3930.0,98102,25.44529262086514
1020,2,1.0,1047.0,98102,95.51098376313276
1021,1,1.0,653.0,98122,153.1393568147014
1022,3,1.5,1710.0,98122,58.47953216374269
1023,5,3.0,2120.0,98126,47.16981132075472
1024,3,4.0,2360.0,98115,42.3728813559322
1025,4,4.0,2250.0,98106,44.44444444444444
1026,4,2.0,2320.0,98115,43.10344827586207
1027,4,3.5,3490.0,98115,28.653295128939828
1028,4,2.5,2500.0,98117,40.0
1029,2,1.0,792.0,98102,126.26262626262626
1030,2,2.5,1490.0,98115,67.11409395973155
1031,3,2.5,1700.0,98102,58.8235294117647
1032,2,2.0,1261.0,98125,79.30214115781126
1033,4,2.0,2440.0,98122,40.98360655737705
1034,3,2.5,1420.0,98108,70.4225352112676
1035,3,2.0,1380.0,98122,72.46376811594203
1036,3,2.0,1111.0,98112,90.00900090009002
1037,3,1.5,1920.0,98133,52.083333333333336
1038,3,1.5,1220.0,98144,81.9672131147541
1039,3,3.0,4010.0,98112,24.93765586034913
1040,2,2.0,1170.0,98144,85.47008547008546
1041,3,2.5,1600.0,98144,62.5
1042,1,1.0,760.0,98119,131.57894736842104
1043,2,1.5,1290.0,98144,77.51937984496124
1044,2,1.0,980.0,98112,102.04081632653062
1045,2,1.5,1022.0,98144,97.84735812133073
1046,2,1.5,1260.0,98118,79.36507936507937
1047,5,2.0,2660.0,98136,37.59398496240601
1048,1,1.0,644.0,98122,155.27950310559007
1049,1,1.0,664.0,98102,150.6024096385542
1050,1,1.0,468.0,98109,213.67521367521368
1051,4,3.0,2680.0,98115,37.3134328358209
1052,4,2.0,1640.0,98136,60.97560975609756
1053,3,2.0,2000.0,98115,50.0
1054,2,2.0,1523.0,98125,65.65988181221273
1055,4,3.0,2430.0,98146,41.1522633744856
1056,2,2.0,1199.0,98117,83.40283569641367
1057,4,3.0,2160.0,98125,46.2962962962963
1058,4,2.5,1354.0,98118,73.85524372230428
1059,1,1.0,738.0,98101,135.50135501355012
1060,2,2.0,1425.0,98104,70.17543859649123
1061,6,7.0,4570.0,98105,21.88183807439825
1062,2,1.5,940.0,98144,106.38297872340425
1063,3,3.5,1710.0,98126,58.47953216374269
1064,3,2.5,1430.0,98103,69.93006993006993
1065,3,3.5,1500.0,98118,66.66666666666667
1066,3,1.5,1376.0,98107,72.67441860465117
1067,4,3.5,4002.0,98116,24.987506246876563
1068,4,1.0,1600.0,98115,62.5
1069,1,1.0,807.0,98122,123.91573729863693
1070,5,3.0,2055.0,98122,48.661800486618006
1071,1,1.0,647.0,98102,154.5595054095827
1072,2,2.0,940.0,98115,106.38297872340425
1073,2,1.5,1150.0,98125,86.95652173913044
1074,2,2.5,1459.0,98103,68.54009595613434
1075,4,2.5,1910.0,98103,52.35602094240838
1076,4,3.0,2297.0,98178,43.535045711798
1077,4,2.5,2320.0,98118,43.10344827586207
1078,5,3.5,2387.0,98133,41.89359028068706
1079,5,3.5,3270.0,98115,30.581039755351682
1080,3,2.5,1530.0,98126,65.359477124183
1081,2,1.0,1150.0,98136,86.95652173913044
1082,3,2.0,1237.0,98106,80.84074373484236
1083,3,2.5,1760.0,98136,56.81818181818182
1084,1,1.0,808.0,98164,123.76237623762377
1085,2,2.0,2720.0,98144,36.76470588235294
1086,4,2.0,1345.0,98103,74.34944237918215
1087,4,3.0,2600.0,98115,38.46153846153846
1088,3,2.0,2209.0,98115,45.26935264825713
1089,2,2.5,950.0,98107,105.26315789473684
1090,4,2.5,1530.0,98146,65.359477124183
1091,2,1.0,830.0,98103,120.48192771084338
1092,3,2.0,1590.0,98117,62.893081761006286
1093,3,3.0,1524.0,98122,65.61679790026247
1094,4,3.0,1920.0,98125,52.083333333333336
1095,4,2.0,2660.0,98115,37.59398496240601
1096,3,2.0,2284.0,98136,43.78283712784589
1097,3,2.5,1604.0,98144,62.34413965087282
1098,4,4.0,2555.0,98105,39.13894324853229
1099,3,1.5,2460.0,98115,40.65040650406504
1100,3,2.5,2793.0,98109,35.80379520229144
1101,2,1.5,1540.0,98106,64.93506493506493
1102,3,1.0,950.0,98106,105.26315789473684
1103,3,1.5,1720.0,98168,58.13953488372093
1104,2,2.0,1470.0,98125,68.02721088435374
1105,5,2.5,3500.0,98146,28.571428571428573
1106,2,1.5,984.0,98116,101.6260162601626
1107,3,2.5,1570.0,98103,63.69426751592356
1108,1,1.0,700.0,98122,142.85714285714286
1109,2,2.0,1188.0,98119,84.17508417508418
1110,3,2.5,2570.0,98118,38.91050583657587
1111,3,2.5,1631.0,98103,61.31207847946045
1112,3,2.0,1596.0,98105,62.65664160401003
1113,2,2.5,820.0,98126,121.95121951219512
1114,3,2.5,1610.0,98119,62.11180124223603
1115,1,1.0,812.0,98107,123.15270935960591
1116,3,2.0,1425.0,98117,70.17543859649123
1117,2,2.5,1086.0,98115,92.08103130755065
1118,2,2.5,1043.0,98117,95.87727708533077
1119,3,2.0,1440.0,98119,69.44444444444444
1120,1,1.0,590.0,98106,169.4915254237288
1121,2,2.0,1152.0,98121,86.80555555555556
1122,4,2.0,2040.0,98112,49.01960784313726
1123,3,2.0,2092.0,98102,47.80114722753346
1124,3,1.0,1780.0,98144,56.17977528089887
1125,3,2.5,3560.0,98116,28.089887640449437
1126,2,2.5,1475.0,98103,67.79661016949153
1127,4,2.5,1890.0,98178,52.91005291005291
1128,4,2.0,2790.0,98126,35.842293906810035
1129,4,3.5,2600.0,98122,38.46153846153846
1130,3,2.0,1060.0,98106,94.33962264150944
1131,3,1.0,2180.0,98125,45.87155963302752
1132,2,2.0,1761.0,98115,56.78591709256104
1133,3,2.0,1379.0,98125,72.51631617113851
1134,3,1.5,2550.0,98105,39.21568627450981
1135,4,3.5,3815.0,98116,26.212319790301443
1136,4,2.0,2634.0,98115,37.96507213363705
1137,1,1.0,540.0,98104,185.1851851851852
1138,3,3.5,3064.0,98121,32.637075718015666
1139,2,1.0,860.0,98108,116.27906976744185
1140,3,2.5,1690.0,98125,59.171597633136095
1141,3,3.5,1800.0,98103,55.55555555555556
1142,2,2.0,1071.0,98119,93.37068160597572
1143,2,1.0,807.0,98103,123.91573729863693
1144,3,2.5,1350.0,98119,74.07407407407408
1145,4,2.0,2900.0,98144,34.48275862068966
1146,3,3.0,1880.0,98107,53.191489361702125
1147,1,1.0,677.0,98115,147.71048744460856
1148,1,1.0,703.0,98103,142.2475106685633
1149,1,1.0,527.0,98122,189.75332068311195
1150,1,1.0,820.0,98118,121.95121951219512
1151,3,2.5,1360.0,98103,73.52941176470588
1152,4,3.5,2600.0,98117,38.46153846153846
1153,4,3.5,2852.0,98102,35.06311360448808
1154,3,3.5,1370.0,98133,72.99270072992701
1155,3,1.5,2000.0,98112,50.0
1156,3,2.0,1096.0,98117,91.24087591240875
1157,3,3.5,3380.0,98177,29.585798816568047
1158,3,2.5,1616.0,98116,61.881188118811885
1159,3,3.0,1620.0,98136,61.72839506172839
1160,2,2.0,970.0,98102,103.09278350515464
1161,1,2.0,1009.0,98116,99.10802775024777
1162,3,2.0,2270.0,98122,44.052863436123346
1163,3,1.0,1200.0,98168,83.33333333333333
1164,2,2.0,1225.0,98115,81.63265306122449
1165,2,2.0,1081.0,98144,92.50693802035153
1166,3,2.0,1380.0,98125,72.46376811594203
1167,2,1.0,1200.0,98103,83.33333333333333
1168,2,2.0,1620.0,98103,61.72839506172839
1169,3,2.0,2950.0,98199,33.898305084745765
1170,1,1.0,513.0,98121,194.9317738791423
1171,4,2.0,2100.0,98116,47.61904761904762
1172,3,2.0,1705.0,98177,58.651026392961874
